Datum,Jahr,Monat,Core_Typ,Fahrzeugmodell,Komponente,Menge_Cores,Menge_Wiederverwendbar,Wiederverwendbarkeit_%
2022-07-08,2022,7,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,4,3,85
2022-07-08,2022,7,TBLBMWX32018,BMW_X3_2018,Verdichter_1,4,2,70
2022-07-08,2022,7,TBLBMWX32018,BMW_X3_2018,Dichtung_1,4,1,45
2022-07-08,2022,7,TBLBMWX32018,BMW_X3_2018,Welle_1,4,3,75
2022-07-08,2022,7,TBLBMWX32018,BMW_X3_2018,Ventil_1,4,2,65
2022-07-15,2022,7,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2022-07-15,2022,7,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2022-07-15,2022,7,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2022-07-15,2022,7,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2022-07-15,2022,7,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2022-07-22,2022,7,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2022-07-22,2022,7,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2022-07-22,2022,7,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2022-07-22,2022,7,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2022-07-22,2022,7,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2022-07-01,2022,7,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-07-01,2022,7,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-07-01,2022,7,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-07-01,2022,7,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-07-01,2022,7,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-07-08,2022,7,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-07-08,2022,7,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-07-08,2022,7,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-07-08,2022,7,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-07-08,2022,7,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-07-15,2022,7,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-07-15,2022,7,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-07-15,2022,7,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-07-15,2022,7,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-07-15,2022,7,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-07-22,2022,7,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-07-22,2022,7,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-07-22,2022,7,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-07-22,2022,7,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-07-22,2022,7,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-08-01,2022,8,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,6,5,85
2022-08-01,2022,8,TBLBMWX32018,BMW_X3_2018,Verdichter_1,6,4,70
2022-08-01,2022,8,TBLBMWX32018,BMW_X3_2018,Dichtung_1,6,2,45
2022-08-01,2022,8,TBLBMWX32018,BMW_X3_2018,Welle_1,6,4,75
2022-08-01,2022,8,TBLBMWX32018,BMW_X3_2018,Ventil_1,6,3,65
2022-08-08,2022,8,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,6,5,85
2022-08-08,2022,8,TBLBMWX32018,BMW_X3_2018,Verdichter_1,6,4,70
2022-08-08,2022,8,TBLBMWX32018,BMW_X3_2018,Dichtung_1,6,2,45
2022-08-08,2022,8,TBLBMWX32018,BMW_X3_2018,Welle_1,6,4,75
2022-08-08,2022,8,TBLBMWX32018,BMW_X3_2018,Ventil_1,6,3,65
2022-08-15,2022,8,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,6,5,85
2022-08-15,2022,8,TBLBMWX32018,BMW_X3_2018,Verdichter_1,6,4,70
2022-08-15,2022,8,TBLBMWX32018,BMW_X3_2018,Dichtung_1,6,2,45
2022-08-15,2022,8,TBLBMWX32018,BMW_X3_2018,Welle_1,6,4,75
2022-08-15,2022,8,TBLBMWX32018,BMW_X3_2018,Ventil_1,6,3,65
2022-08-22,2022,8,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,7,5,85
2022-08-22,2022,8,TBLBMWX32018,BMW_X3_2018,Verdichter_1,7,4,70
2022-08-22,2022,8,TBLBMWX32018,BMW_X3_2018,Dichtung_1,7,3,45
2022-08-22,2022,8,TBLBMWX32018,BMW_X3_2018,Welle_1,7,5,75
2022-08-22,2022,8,TBLBMWX32018,BMW_X3_2018,Ventil_1,7,4,65
2022-08-01,2022,8,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-08-01,2022,8,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-08-01,2022,8,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-08-01,2022,8,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-08-01,2022,8,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-08-08,2022,8,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-08-08,2022,8,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-08-08,2022,8,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-08-08,2022,8,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-08-08,2022,8,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-08-15,2022,8,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-08-15,2022,8,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-08-15,2022,8,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-08-15,2022,8,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-08-15,2022,8,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-08-22,2022,8,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-08-22,2022,8,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-08-22,2022,8,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-08-22,2022,8,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-08-22,2022,8,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-09-01,2022,9,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2022-09-01,2022,9,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2022-09-01,2022,9,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2022-09-01,2022,9,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2022-09-01,2022,9,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2022-09-08,2022,9,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2022-09-08,2022,9,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2022-09-08,2022,9,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2022-09-08,2022,9,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2022-09-08,2022,9,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2022-09-15,2022,9,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,2,1,85
2022-09-15,2022,9,TBLBMWX32018,BMW_X3_2018,Verdichter_1,2,1,70
2022-09-15,2022,9,TBLBMWX32018,BMW_X3_2018,Dichtung_1,2,0,45
2022-09-15,2022,9,TBLBMWX32018,BMW_X3_2018,Welle_1,2,1,75
2022-09-15,2022,9,TBLBMWX32018,BMW_X3_2018,Ventil_1,2,1,65
2022-09-22,2022,9,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2022-09-22,2022,9,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2022-09-22,2022,9,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2022-09-22,2022,9,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2022-09-22,2022,9,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2022-09-01,2022,9,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-09-01,2022,9,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-09-01,2022,9,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-09-01,2022,9,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-09-01,2022,9,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-09-08,2022,9,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-09-08,2022,9,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-09-08,2022,9,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-09-08,2022,9,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-09-08,2022,9,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-09-15,2022,9,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-09-15,2022,9,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-09-15,2022,9,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-09-15,2022,9,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-09-15,2022,9,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-09-22,2022,9,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-09-22,2022,9,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-09-22,2022,9,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-09-22,2022,9,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-09-22,2022,9,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-10-01,2022,10,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,5,4,85
2022-10-01,2022,10,TBLBMWX32018,BMW_X3_2018,Verdichter_1,5,3,70
2022-10-01,2022,10,TBLBMWX32018,BMW_X3_2018,Dichtung_1,5,2,45
2022-10-01,2022,10,TBLBMWX32018,BMW_X3_2018,Welle_1,5,3,75
2022-10-01,2022,10,TBLBMWX32018,BMW_X3_2018,Ventil_1,5,3,65
2022-10-08,2022,10,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,5,4,85
2022-10-08,2022,10,TBLBMWX32018,BMW_X3_2018,Verdichter_1,5,3,70
2022-10-08,2022,10,TBLBMWX32018,BMW_X3_2018,Dichtung_1,5,2,45
2022-10-08,2022,10,TBLBMWX32018,BMW_X3_2018,Welle_1,5,3,75
2022-10-08,2022,10,TBLBMWX32018,BMW_X3_2018,Ventil_1,5,3,65
2022-10-15,2022,10,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,5,4,85
2022-10-15,2022,10,TBLBMWX32018,BMW_X3_2018,Verdichter_1,5,3,70
2022-10-15,2022,10,TBLBMWX32018,BMW_X3_2018,Dichtung_1,5,2,45
2022-10-15,2022,10,TBLBMWX32018,BMW_X3_2018,Welle_1,5,3,75
2022-10-15,2022,10,TBLBMWX32018,BMW_X3_2018,Ventil_1,5,3,65
2022-10-22,2022,10,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,5,4,85
2022-10-22,2022,10,TBLBMWX32018,BMW_X3_2018,Verdichter_1,5,3,70
2022-10-22,2022,10,TBLBMWX32018,BMW_X3_2018,Dichtung_1,5,2,45
2022-10-22,2022,10,TBLBMWX32018,BMW_X3_2018,Welle_1,5,3,75
2022-10-22,2022,10,TBLBMWX32018,BMW_X3_2018,Ventil_1,5,3,65
2022-10-01,2022,10,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-10-01,2022,10,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-10-01,2022,10,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-10-01,2022,10,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-10-01,2022,10,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-10-08,2022,10,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-10-08,2022,10,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-10-08,2022,10,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-10-08,2022,10,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-10-08,2022,10,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-10-15,2022,10,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-10-15,2022,10,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-10-15,2022,10,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-10-15,2022,10,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-10-15,2022,10,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-10-22,2022,10,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,0,0,0
2022-10-22,2022,10,TBLBMWX32020,BMW_X3_2020,Verdichter_1,0,0,70
2022-10-22,2022,10,TBLBMWX32020,BMW_X3_2020,Dichtung_1,0,0,45
2022-10-22,2022,10,TBLBMWX32020,BMW_X3_2020,Welle_1,0,0,75
2022-10-22,2022,10,TBLBMWX32020,BMW_X3_2020,Ventil_1,0,0,65
2022-11-01,2022,11,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,5,4,85
2022-11-01,2022,11,TBLBMWX32018,BMW_X3_2018,Verdichter_1,5,3,70
2022-11-01,2022,11,TBLBMWX32018,BMW_X3_2018,Dichtung_1,5,2,45
2022-11-01,2022,11,TBLBMWX32018,BMW_X3_2018,Welle_1,5,3,75
2022-11-01,2022,11,TBLBMWX32018,BMW_X3_2018,Ventil_1,5,3,65
2022-11-08,2022,11,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,4,3,85
2022-11-08,2022,11,TBLBMWX32018,BMW_X3_2018,Verdichter_1,4,2,70
2022-11-08,2022,11,TBLBMWX32018,BMW_X3_2018,Dichtung_1,4,1,45
2022-11-08,2022,11,TBLBMWX32018,BMW_X3_2018,Welle_1,4,3,75
2022-11-08,2022,11,TBLBMWX32018,BMW_X3_2018,Ventil_1,4,2,65
2022-11-15,2022,11,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,5,4,85
2022-11-15,2022,11,TBLBMWX32018,BMW_X3_2018,Verdichter_1,5,3,70
2022-11-15,2022,11,TBLBMWX32018,BMW_X3_2018,Dichtung_1,5,2,45
2022-11-15,2022,11,TBLBMWX32018,BMW_X3_2018,Welle_1,5,3,75
2022-11-15,2022,11,TBLBMWX32018,BMW_X3_2018,Ventil_1,5,3,65
2022-11-22,2022,11,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,5,4,85
2022-11-22,2022,11,TBLBMWX32018,BMW_X3_2018,Verdichter_1,5,3,70
2022-11-22,2022,11,TBLBMWX32018,BMW_X3_2018,Dichtung_1,5,2,45
2022-11-22,2022,11,TBLBMWX32018,BMW_X3_2018,Welle_1,5,3,75
2022-11-22,2022,11,TBLBMWX32018,BMW_X3_2018,Ventil_1,5,3,65
2022-11-01,2022,11,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-11-01,2022,11,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-11-01,2022,11,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-11-01,2022,11,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-11-01,2022,11,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-11-08,2022,11,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-11-08,2022,11,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-11-08,2022,11,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-11-08,2022,11,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-11-08,2022,11,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-11-15,2022,11,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-11-15,2022,11,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-11-15,2022,11,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-11-15,2022,11,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-11-15,2022,11,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-11-22,2022,11,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-11-22,2022,11,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-11-22,2022,11,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-11-22,2022,11,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-11-22,2022,11,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-12-01,2022,12,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,7,5,85
2022-12-01,2022,12,TBLBMWX32018,BMW_X3_2018,Verdichter_1,7,4,70
2022-12-01,2022,12,TBLBMWX32018,BMW_X3_2018,Dichtung_1,7,3,45
2022-12-01,2022,12,TBLBMWX32018,BMW_X3_2018,Welle_1,7,5,75
2022-12-01,2022,12,TBLBMWX32018,BMW_X3_2018,Ventil_1,7,4,65
2022-12-08,2022,12,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,7,5,85
2022-12-08,2022,12,TBLBMWX32018,BMW_X3_2018,Verdichter_1,7,4,70
2022-12-08,2022,12,TBLBMWX32018,BMW_X3_2018,Dichtung_1,7,3,45
2022-12-08,2022,12,TBLBMWX32018,BMW_X3_2018,Welle_1,7,5,75
2022-12-08,2022,12,TBLBMWX32018,BMW_X3_2018,Ventil_1,7,4,65
2022-12-15,2022,12,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,7,5,85
2022-12-15,2022,12,TBLBMWX32018,BMW_X3_2018,Verdichter_1,7,4,70
2022-12-15,2022,12,TBLBMWX32018,BMW_X3_2018,Dichtung_1,7,3,45
2022-12-15,2022,12,TBLBMWX32018,BMW_X3_2018,Welle_1,7,5,75
2022-12-15,2022,12,TBLBMWX32018,BMW_X3_2018,Ventil_1,7,4,65
2022-12-22,2022,12,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,7,5,85
2022-12-22,2022,12,TBLBMWX32018,BMW_X3_2018,Verdichter_1,7,4,70
2022-12-22,2022,12,TBLBMWX32018,BMW_X3_2018,Dichtung_1,7,3,45
2022-12-22,2022,12,TBLBMWX32018,BMW_X3_2018,Welle_1,7,5,75
2022-12-22,2022,12,TBLBMWX32018,BMW_X3_2018,Ventil_1,7,4,65
2022-12-01,2022,12,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-12-01,2022,12,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-12-01,2022,12,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-12-01,2022,12,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-12-01,2022,12,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-12-08,2022,12,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-12-08,2022,12,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-12-08,2022,12,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-12-08,2022,12,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-12-08,2022,12,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-12-15,2022,12,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-12-15,2022,12,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-12-15,2022,12,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-12-15,2022,12,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-12-15,2022,12,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-12-22,2022,12,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2022-12-22,2022,12,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2022-12-22,2022,12,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2022-12-22,2022,12,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2022-12-22,2022,12,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2022-12-01,2022,12,TBLBMWX52021,BMW_X5_2021,Gehäuse_3,0,0,80
2022-12-01,2022,12,TBLBMWX52021,BMW_X5_2021,Verdichter_3,0,0,70
2022-12-01,2022,12,TBLBMWX52021,BMW_X5_2021,Dichtung_3,0,0,50
2022-12-01,2022,12,TBLBMWX52021,BMW_X5_2021,Welle_3,0,0,75
2022-12-01,2022,12,TBLBMWX52021,BMW_X5_2021,Ventil_3,0,0,65
2022-12-08,2022,12,TBLBMWX52021,BMW_X5_2021,Gehäuse_3,0,0,80
2022-12-08,2022,12,TBLBMWX52021,BMW_X5_2021,Verdichter_3,0,0,70
2022-12-08,2022,12,TBLBMWX52021,BMW_X5_2021,Dichtung_3,0,0,50
2022-12-08,2022,12,TBLBMWX52021,BMW_X5_2021,Welle_3,0,0,75
2022-12-08,2022,12,TBLBMWX52021,BMW_X5_2021,Ventil_3,0,0,65
2022-12-15,2022,12,TBLBMWX52021,BMW_X5_2021,Gehäuse_3,0,0,80
2022-12-15,2022,12,TBLBMWX52021,BMW_X5_2021,Verdichter_3,0,0,70
2022-12-15,2022,12,TBLBMWX52021,BMW_X5_2021,Dichtung_3,0,0,50
2022-12-15,2022,12,TBLBMWX52021,BMW_X5_2021,Welle_3,0,0,75
2022-12-15,2022,12,TBLBMWX52021,BMW_X5_2021,Ventil_3,0,0,65
2022-12-22,2022,12,TBLBMWX52021,BMW_X5_2021,Gehäuse_3,0,0,80
2022-12-22,2022,12,TBLBMWX52021,BMW_X5_2021,Verdichter_3,0,0,70
2022-12-22,2022,12,TBLBMWX52021,BMW_X5_2021,Dichtung_3,0,0,50
2022-12-22,2022,12,TBLBMWX52021,BMW_X5_2021,Welle_3,0,0,75
2022-12-22,2022,12,TBLBMWX52021,BMW_X5_2021,Ventil_3,0,0,65
2023-01-01,2023,1,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2023-01-01,2023,1,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2023-01-01,2023,1,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2023-01-01,2023,1,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2023-01-01,2023,1,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2023-01-08,2023,1,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2023-01-08,2023,1,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2023-01-08,2023,1,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2023-01-08,2023,1,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2023-01-08,2023,1,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2023-01-15,2023,1,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2023-01-15,2023,1,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2023-01-15,2023,1,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2023-01-15,2023,1,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2023-01-15,2023,1,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2023-01-22,2023,1,TBLBMWX32018,BMW_X3_2018,Gehäuse_1,3,2,85
2023-01-22,2023,1,TBLBMWX32018,BMW_X3_2018,Verdichter_1,3,2,70
2023-01-22,2023,1,TBLBMWX32018,BMW_X3_2018,Dichtung_1,3,1,45
2023-01-22,2023,1,TBLBMWX32018,BMW_X3_2018,Welle_1,3,2,75
2023-01-22,2023,1,TBLBMWX32018,BMW_X3_2018,Ventil_1,3,1,65
2023-01-01,2023,1,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2023-01-01,2023,1,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2023-01-01,2023,1,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2023-01-01,2023,1,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2023-01-01,2023,1,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2023-01-08,2023,1,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2023-01-08,2023,1,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2023-01-08,2023,1,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2023-01-08,2023,1,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2023-01-08,2023,1,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2023-01-15,2023,1,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2023-01-15,2023,1,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2023-01-15,2023,1,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2023-01-15,2023,1,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2023-01-15,2023,1,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2023-01-22,2023,1,TBLBMWX32020,BMW_X3_2020,Gehäuse_2,1,0,0
2023-01-22,2023,1,TBLBMWX32020,BMW_X3_2020,Verdichter_1,1,0,70
2023-01-22,2023,1,TBLBMWX32020,BMW_X3_2020,Dichtung_1,1,0,45
2023-01-22,2023,1,TBLBMWX32020,BMW_X3_2020,Welle_1,1,0,75
2023-01-22,2023,1,TBLBMWX32020,BMW_X3_2020,Ventil_1,1,0,65
2023-01-01,2023,1,TBLBMWX52021,BMW_X5_2021,Gehäuse_3,0,0,80
2023-01-01,2023,1,TBLBMWX52021,BMW_X5_2021,Verdichter_3,0,0,70
2023-01-01,2023,1,TBLBMWX52021,BMW_X5_2021,Dichtung_3,0,0,50
2023-01-01,2023,1,TBLBMWX52021,BMW_X5_2021,Welle_3,0,0,75
2023-01-01,2023,1,TBLBMWX52021,BMW_X5_2021,Ventil_3,0,0,65
2023-01-08,2023,1,TBLBMWX52021,BMW_X5_2021,Gehäuse_3,0,0,80
2023-01-08,2023,1,TBLBMWX52021,BMW_X5_2021,Verdichter_3,0,0,70
2023-01-08,2023,1,TBLBMWX52021,BMW_X5_2021,Dichtung_3,0,0,50
2023-01-08,2023,1,TBLBMWX52021,BMW_X5_2021,Welle_3,0,0,75
2023-01-08,2023,1,TBLBMWX52021,BMW_X5_2021,Ventil_3,0,0,65
